user_skills_str,job_skills_str,job_title,job_idx,n_user_skills,n_job_skills,overlap_pct,label
"laravel, powerbi, react native","powerbi, react native",Pharmacy Activation Data Intern,134,3,2,1.0,1
"database, linux, networking, nosql, security","database, linux, networking, security",Intern Care Officer (IT Support & Customer Service),178,5,4,1.0,1
"git, networking, vue","database, linux, networking, security",IT support,180,3,4,0.25,0
"design system, html, mongodb, nextjs, nosql, quality assurance, sql","mongodb, nosql, sql",Data Analyst INTERN,124,7,3,1.0,1
"cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, sql, typescript","api, cicd, database, docker, git, go, graphql, java, javascript, nextjs, nosql, react, scala, sql, typescript, vue",AI Engineer,9,13,16,0.8125,1
"agile, html, terraform","angular, css, html, java, javascript, node, nosql, php, python, react, ruby on rails, sql, user research, vue",Internship Full Stack Developer Magang,14,3,14,0.07142857142857142,0
"adobexd, figma, networking, postman, pytorch, selenium, testing","adobexd, figma, testing",UI / UX Designer Internship,127,7,3,1.0,1
"kotlin, laravel, security","agile, angular, css, html, javascript, node, react, scala, testing, user research",Web Developer,45,3,10,0.0,0
"linux, network security, networking, penetration, security","ansible, aws, azure, bash, cicd, docker, gcp, go, kubernetes, linux, python, rust, security, terraform",IT Security Engineer,16,5,14,0.14285714285714285,0
"agile, figma, node, pytorch, r, react native","agile, api, docker, git, javascript, kubernetes, node, python, scala",AI Software Developer,49,6,9,0.2222222222222222,0
"postman, sql","aws, azure, django, fastapi, flask, gcp, git, javascript, nextjs, python, react, react native, scala, sql",Full Stack Developer (Python),17,2,14,0.07142857142857142,0
"css, react, react native, selenium, springboot, vue","powerbi, sql",Data Analyst,157,6,2,0.0,0
"api, css, git, html, java, javascript, php, react, react native, sql","database, linux, networking, user research",IT Staff,133,10,4,0.0,0
"api, aspnet, express, python, scala, wireshark","cloud, git, go, scala, sql",Backend Developer (Golang),81,6,5,0.2,0
"linux, network security, networking, penetration, security","linux, network security, networking, penetration, security, wireshark",IT System Security Administrator,99,5,6,0.8333333333333334,1
"database, scala, sql","database, gcp, scala, sql",Data Engineer,117,3,4,0.75,1
"network security, security","network security, security",Presales IT Security,165,2,2,1.0,1
"api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing","api, cicd, docker, git, linux, python, pytorch, react native, scala, tensorflow, testing",Senior Machine Learning Engineer,35,11,11,1.0,1
"api, aws, docker, go, graphql, javascript, kubernetes, nextjs, node, rust, sql, terraform, typescript","api, aws, cicd, docker, git, go, graphql, javascript, kubernetes, nextjs, node, react, rust, scala, sql, terraform, typescript",Full Stack Software Engineer (CAD Rooms Cloud PDM),7,13,17,0.7647058823529411,1
"linux, redis","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,2,6,0.0,0
"ansible, aws, cicd, docker, kubernetes, linux, terraform","api, express, git, java, javascript, mongodb, node, react, sql, vue",Internship IT Programmer,34,7,10,0.0,0
"agile, figma, jest, testing","agile, figma, jest, testing",Product Designer,131,4,4,1.0,1
"android, api, fastapi, flutter, kotlin, laravel, rust, sklearn","android, api, flutter, git, kotlin",Internship Mobile Developer (Kotlin Android),77,8,5,0.8,1
"firebase, linux, network security, networking, numpy, penetration, python, r, security, wireshark","linux, network security, networking, penetration, security, wireshark",Cyber Security Consultant,98,10,6,1.0,1
"database, java, javascript, react, scala, sql, testing","database, go, java, javascript, react, scala, sql, testing",Backend Engineer Project Intern (TikTok Shop by Tokopedia) - 2026 Start (BS/MS),43,7,8,0.875,1
"ansible, flask, nextjs, terraform","api, docker, elasticsearch, fastapi, flask, git, jest, linux, nosql, python, security, sql",Agentic AI Engineer,29,4,12,0.08333333333333333,0
"database, java, mongodb, powerbi, python, tableau, user research","database, java, mongodb, powerbi, python, sql, tableau, user research",IT Application Developer,61,7,8,0.875,1
"agile, angular, css, html, javascript, node, react, scala, testing, user research","database, linux, networking, security",IT Intern,173,10,4,0.0,0
"angular, cicd, cloud, graphql, react","database, java, javascript, mongodb, nosql, python, pytorch, sql, tensorflow",Industrial Software Developer & Program Analyst,48,5,9,0.0,0
"postman, react native, rust, sql","postman, sql",Junior Quality Assurance,168,4,2,1.0,1
"java, kubernetes, mongodb, sklearn, user research","api, database, docker, git, go, javascript, node, python, react, sql, testing, typescript",Software Intern,20,5,12,0.0,0
"android, angular, ios, rust, spark","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,5,12,0.0,0
"git, graphql, java, springboot, sql","api, git, graphql, java, springboot, sql",Back End Developer,80,5,6,0.8333333333333334,1
"agile, api, docker, graphql, kubernetes, redis, security, sql, testing","agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing",Back End Engineer,32,9,11,0.8181818181818182,1
"git, javascript, jest, python, sql","git, javascript, python, sql",Software & PLC Programmer,179,5,4,1.0,1
"api, node, php, react, security, sql","api, database, javascript, node, php, react, security, sql",Internship - Fullstack Developer,53,6,8,0.75,1
"express, nosql, pytorch","android, api, flutter, git, kotlin",Internship Mobile Developer (Kotlin Android),77,3,5,0.0,0
"network security, networking, security, wireshark","network security, networking, penetration, security, wireshark",Network Security Engineer,113,4,5,0.8,1
"git, html, java, javascript, php, sql","css, git, html, java, javascript, php, sql",Web Developer (Intern),55,6,7,0.8571428571428571,1
"aws, docker, elasticsearch, python, tensorflow","numpy, pandas, powerbi, python, r, sql, tableau",Haquhara Internship Opportunity 2026,72,5,7,0.14285714285714285,0
"api, css, graphql, html, java, javascript, jest, react, springboot, tailwind, testing, typescript","api, css, git, graphql, html, java, javascript, jest, react, springboot, tailwind, testing, typescript",Frontend Developer (Contract),21,12,13,0.9230769230769231,1
"android, networking, powerbi, redis","quality assurance, testing, user research",IT Staff,156,4,3,0.0,0
"api, aws, cicd, docker, go, kubernetes, nextjs, node, react, rust, scala, sql, terraform","api, aws, cicd, docker, git, go, graphql, javascript, kubernetes, nextjs, node, react, rust, scala, sql, terraform, typescript",Full Stack Software Engineer (CAD Rooms Cloud PDM),7,13,17,0.7647058823529411,1
"docker, kubernetes, numpy, pandas, python","docker, kubernetes, numpy, pandas, python",AI Engineer Intern,92,5,5,1.0,1
"angular, elasticsearch, git, kotlin, nosql, python","linux, networking",IT SPECIALIST,170,6,2,0.0,0
"database, linux, networking, php, security","database, linux, networking, security",IT Intern,172,5,4,1.0,1
"appium, automation, quality assurance, selenium, testing","aws, go, java, javascript, python, sql",IT Support (Application) - Jabodetabek,101,5,6,0.0,0
"database, linux, networking, security","database, linux, networking, security","Customer Service, Account Officer, Kepala Bagian Kredit, Driver, Audit Intern",174,4,4,1.0,1
"database, java, mongodb, powerbi, python, sql, tableau, user research","agile, css, git, html, java, javascript, jest, react, testing, typescript",Frontend Engineer Web React.Js,41,8,10,0.1,0
"api, git, java, springboot, sql","api, git, graphql, java, springboot, sql",Back End Developer,80,5,6,0.8333333333333334,1
"go, javascript, nextjs, node, python, react, sql, vue","go, javascript, nextjs, node, python, react, sql, vue",Full Stack Engineer (Golang + React.JS),57,8,8,1.0,1
"api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, sql, tailwind, wireshark","api, css, fastapi, git, go, java, javascript, jest, nextjs, numpy, pandas, postman, react, sql, tailwind, typescript, wireshark",Software Engineer Internship,6,14,17,0.8235294117647058,1
"numpy, pandas, python, pytorch, sklearn, tensorflow","mongodb, nosql, sql",Data Analyst INTERN,124,6,3,0.0,0
"linux, sql, typescript","docker, linux, python, pytorch, scala, tensorflow",AI Engineer,87,3,6,0.16666666666666666,0
"database, java, mongodb, powerbi, python, sql, tableau, user research","adobexd, api, css, firebase, git, html, java, javascript, networking, php, python, vue",Web Developer,30,8,12,0.16666666666666666,0
"aspnet, bash, cloud, java, testing","aspnet, cloud, java, testing",Software Engineer Intern (Paid Internship),103,5,4,1.0,1
"docker, firebase, ios, quality assurance, r, terraform","network security, security",IT Security Engineer,159,6,2,0.0,0
"database, java, nosql, php, python, sql","database, java, php, python, sql",IT Intern,93,6,5,1.0,1
"agile, api, docker, git, graphql, kubernetes, redis, scala, security, sql, testing","css, html, javascript, react, tailwind, vue",Front-End Developer – 8th hire at a Startup!,79,11,6,0.0,0
"database, linux, networking, security","database, linux, networking, security",IT support,180,4,4,1.0,1
"cicd, css, design system, docker, figma, git, php, react, rust, tailwind, testing, typescript","cicd, css, design system, figma, git, react, rust, tailwind, typescript",Front-End React Developer,54,12,9,1.0,1
"git, php, r, react, sql","git, laravel, php, r, react, sql",Fullstack Programmer Apprentice- (WFO-Malang),97,5,6,0.8333333333333334,1
"cicd, database, linux, network security, networking, nosql, security, vue","database, linux, networking, security",IT support,180,8,4,1.0,1
"aspnet, cloud, java, testing","css, database, flutter, git, java, javascript, laravel, sql, tailwind",(Internship) Fullstack Development,50,4,9,0.1111111111111111,0
"express, ios, quality assurance, springboot, tailwind","powerbi, python, sql",Data Analyst,151,5,3,0.0,0
"git, laravel, php, r, react, sql","adobexd, design system, figma, user research",Internship Program,109,6,4,0.0,0
"cicd, cloud, database, docker, git, nextjs, nosql, react, scala, sql, testing","cicd, cloud, database, docker, git, javascript, nextjs, nosql, react, scala, sql, testing",AI-Native Fullstack Developer,22,11,12,0.9166666666666666,1
"agile, quality assurance, ruby on rails, testing","quality assurance, testing",QA Engineer Intern,146,4,2,1.0,1
"node, penetration, tableau","linux, network security, networking, penetration, security",Cybersecurity Bootcamp,112,3,5,0.2,0
"android, bash, ios, network security, networking, python","android, bash, ios, linux, network security, networking, penetration, python",Junior Offensive Security Engineer,58,6,8,0.75,1
"docker, kubernetes, pandas, python","docker, kubernetes, numpy, pandas, python",AI Engineer Intern,92,4,5,0.8,1
"flask, gcp, redis, sql","linux, networking, security, sql","Staff Sistem Administration, IT Security & Networking",129,4,4,0.25,0
"design system, figma, user research","agile, api, aws, azure, cicd, database, docker, gcp, git, html, java, javascript, kubernetes, react native, sql",Junior Software Engineer (JAVA),12,3,15,0.0,0
"database, gcp, scala, sql","agile, api, aws, azure, cicd, database, docker, gcp, git, html, java, javascript, kubernetes, react native, sql",Junior Software Engineer (JAVA),12,4,15,0.2,0
"appium, automation, quality assurance, selenium, testing","agile, api, cicd, git, go, mongodb, nosql, sql",[INTERN] Backend Developer,52,5,8,0.0,0
"cloud, design system, jest, node, react","api, aws, azure, database, django, fastapi, gcp, pandas, python, pytorch, react native, scala, sql, tensorflow",Python Developer - AI Solutions Company - Remote,18,5,14,0.0,0
"database, java, javascript, python, pytorch, sql, tensorflow","database, java, javascript, mongodb, nosql, python, pytorch, sql, tensorflow",Industrial Software Developer & Program Analyst,48,7,9,0.7777777777777778,1
"agile, api, cicd, git, go, mongodb, nosql, php, python, sql","agile, api, cicd, git, go, mongodb, nosql, sql",[INTERN] Backend Developer,52,10,8,1.0,1
"adobexd, design system, figma, user research","agile, api, cicd, git, go, mongodb, nosql, sql",[INTERN] Backend Developer,52,4,8,0.0,0
